height_cm,weight_kg,body_type
180,67,Lean
181,75,Lean
186,74,Normal
180,75,Normal
174,68,Stocky
196,74,Lean
193,80,Lean
188,78,Stocky
180,77,Lean
186,76,Lean
170,60,Lean
191,78,Normal
185,78,Lean
177,70,Normal
178,69,Lean
187,91,Stocky
184,82,Normal
173,58,Lean
173,73,Normal
183,75,Normal
190,73,Lean
187,83,Lean
195,86,Lean
178,74,Lean
185,75,Normal
171,65,Lean
184,76,Normal
171,69,Lean
181,71,Normal
174,64,Normal
188,76,Normal
178,72,Normal
173,68,Normal
180,77,Normal
184,73,Normal
176,69,Lean
178,72,Normal
181,69,Lean
176,73,Normal
181,79,Normal
175,74,Lean
178,77,Stocky
189,81,Normal
179,75,Normal
178,67,Normal
170,65,Lean
176,70,Normal
170,64,Lean
174,67,Lean
181,71,Lean
184,72,Normal
183,79,Normal
175,71,Normal
166,69,Stocky
170,65,Normal
176,72,Lean
181,77,Lean
190,82,Normal
190,85,Normal
180,72,Normal
183,78,Normal
177,64,Lean
176,70,Lean
186,82,Lean
168,65,Normal
179,63,Normal
187,78,Lean
173,71,Lean
173,70,Normal
175,72,Lean
186,76,Lean
171,69,Normal
183,79,Normal
184,75,Lean
187,80,Normal
177,73,Normal
185,78,Lean
170,67,Lean
175,70,Lean
178,66,Normal
173,58,Lean
182,72,Normal
183,78,Normal
184,73,Lean
178,73,Normal
184,62,Lean
181,76,Normal
176,76,Normal
186,81,Normal
183,84,Normal
180,84,Lean
190,82,Lean
193,78,Normal
183,70,Lean
169,60,Normal
178,66,Normal
188,81,Normal
177,67,Lean
176,73,Normal
182,76,Normal
178,70,Lean
188,76,Normal
170,74,Normal
178,63,Normal
177,70,Lean
190,88,Normal
186,86,Normal
183,76,Lean
175,68,Lean
180,73,Lean
175,75,Normal
190,80,Lean
173,61,Lean
174,71,Lean
190,90,Normal
178,64,Stocky
170,60,Lean
174,69,Lean
181,74,Normal
177,71,Lean
178,74,Normal
180,75,Lean
183,77,Lean
194,87,Normal
177,74,Lean
187,78,Lean
180,70,Lean
185,75,Normal
170,69,Lean
175,74,Normal
187,80,Lean
192,86,Lean
189,85,Normal
175,75,Normal
185,78,Normal
188,80,Normal
173,62,Normal
185,70,Normal
182,64,Normal
176,73,Lean
163,66,Stocky
184,78,Lean
170,59,Lean
183,78,Normal
176,73,Normal
190,82,Normal
179,73,Normal
175,64,Lean
173,72,Normal
180,75,Lean
181,75,Lean
180,75,Normal
184,75,Lean
181,75,Lean
187,82,Normal
174,66,Normal
192,84,Lean
174,64,Lean
183,73,Normal
174,67,Lean
180,78,Normal
175,69,Lean
178,68,Lean
183,75,Normal
181,75,Normal
170,70,Normal
181,80,Stocky
184,80,Normal
183,77,Lean
183,78,Normal
178,73,Normal
190,76,Normal
187,75,Normal
172,68,Normal
176,68,Lean
177,70,Normal
174,68,Stocky
188,80,Normal
188,86,Lean
185,85,Stocky
193,69,Normal
186,79,Normal
195,86,Lean
167,64,Lean
185,75,Lean
189,65,Normal
167,60,Normal
178,67,Normal
173,65,Lean
178,66,Lean
180,73,Normal
178,80,Normal
183,68,Lean
178,72,Normal
165,62,Normal
185,73,Normal
192,80,Lean
177,67,Lean
168,61,Lean
180,76,Normal
186,82,Normal
168,63,Lean
183,84,Normal
180,70,Normal
177,63,Lean
178,70,Normal
185,72,Normal
185,70,Lean
184,88,Stocky
179,73,Stocky
180,71,Lean
178,73,Normal
180,80,Lean
174,73,Normal
178,71,Lean
178,65,Normal
190,99,Stocky
177,70,Lean
192,78,Normal
188,80,Lean
172,68,Normal
175,66,Lean
181,74,Normal
181,75,Lean
182,81,Lean
181,72,Normal
179,76,Normal
177,69,Normal
176,70,Normal
187,84,Normal
190,81,Normal
188,85,Normal
185,76,Normal
184,78,Normal
170,74,Stocky
186,80,Normal
175,65,Normal
190,83,Lean
181,66,Lean
180,75,Normal
174,70,Normal
181,74,Normal
183,73,Lean
192,80,Normal
170,61,Lean
191,84,Normal
182,73,Lean
188,82,Lean
192,81,Lean
195,88,Normal
175,73,Stocky
187,80,Lean
174,71,Lean
183,77,Normal
183,75,Normal
184,75,Normal
185,74,Lean
171,66,Normal
182,66,Lean
178,68,Lean
174,60,Normal
191,83,Normal
179,74,Normal
176,74,Normal
179,70,Lean
181,75,Normal
196,86,Normal
183,67,Lean
176,70,Lean
187,81,Lean
185,80,Normal
192,79,Normal
181,75,Lean
184,78,Normal
189,77,Normal
178,71,Lean
182,72,Lean
190,85,Normal
171,65,Lean
179,69,Lean
191,89,Normal
185,80,Normal
181,68,Lean
183,75,Lean
175,69,Normal
185,89,Normal
178,72,Lean
178,77,Normal
178,72,Normal
176,65,Lean
193,79,Lean
174,70,Normal
179,77,Normal
174,64,Lean
172,64,Normal
187,84,Normal
184,75,Normal
176,72,Normal
181,72,Normal
192,80,Normal
175,65,Normal
175,69,Normal
173,70,Lean
182,66,Lean
190,89,Normal
182,70,Normal
165,75,Stocky
180,74,Lean
180,72,Normal
198,81,Lean
181,76,Normal
188,89,Normal
181,70,Normal
185,85,Stocky
175,71,Lean
187,86,Normal
188,83,Normal
188,78,Lean
171,66,Lean
193,74,Lean
170,69,Normal
179,77,Normal
170,68,Normal
162,61,Lean
182,70,Lean
176,78,Stocky
193,90,Normal
182,78,Normal
188,85,Normal
184,80,Lean
172,65,Normal
184,75,Lean
175,73,Normal
188,83,Normal
183,75,Normal
181,73,Normal
176,68,Lean
173,71,Normal
173,62,Lean
180,80,Stocky
182,78,Lean
188,82,Normal
177,72,Normal
182,77,Lean
191,85,Normal
193,85,Normal
177,73,Lean
191,85,Normal
174,73,Normal
183,74,Normal
186,80,Normal
182,75,Lean
188,83,Normal
196,89,Normal
184,78,Lean
170,65,Lean
182,69,Lean
180,72,Normal
179,77,Normal
193,80,Normal
180,72,Normal
194,98,Normal
189,81,Lean
182,77,Lean
179,79,Normal
183,73,Lean
175,70,Normal
177,70,Normal
185,75,Normal
185,79,Stocky
173,75,Lean
172,76,Stocky
189,87,Normal
183,81,Normal
191,83,Normal
191,86,Normal
190,83,Lean
184,74,Normal
186,82,Normal
175,65,Lean
176,72,Stocky
182,77,Lean
179,74,Normal
187,87,Normal
186,82,Normal
179,68,Lean
182,75,Normal
183,75,Lean
192,83,Lean
188,88,Normal
180,78,Normal
188,80,Normal
173,67,Lean
188,77,Normal
178,74,Normal
183,73,Lean
180,70,Stocky
191,84,Normal
193,85,Normal
173,69,Normal
193,85,Normal
170,65,Normal
179,73,Lean
165,65,Normal
185,75,Normal
177,72,Normal
186,83,Lean
184,79,Lean
173,72,Normal
174,66,Lean
179,72,Normal
177,63,Lean
166,67,Lean
194,88,Normal
183,76,Normal
183,73,Normal
183,77,Lean
175,72,Lean
205,102,Normal
187,80,Lean
196,88,Normal
198,88,Normal
191,81,Normal
191,88,Normal
175,78,Normal
184,75,Lean
183,74,Normal
180,73,Lean
193,87,Normal
179,74,Lean
187,85,Normal
178,70,Normal
190,85,Normal
185,77,Lean
184,72,Normal
190,81,Lean
193,82,Stocky
175,71,Lean
187,90,Normal
180,80,Normal
182,72,Normal
192,88,Lean
181,76,Lean
172,68,Lean
191,85,Normal
180,70,Lean
170,60,Normal
189,83,Normal
191,83,Lean
176,62,Lean
182,76,Normal
180,73,Lean
191,89,Normal
181,79,Lean
179,70,Lean
192,81,Lean
191,80,Normal
182,74,Normal
171,63,Normal
180,71,Normal
187,82,Normal
182,72,Normal
186,79,Normal
180,75,Lean
180,70,Normal
167,61,Lean
182,73,Lean
178,69,Normal
187,78,Normal
183,82,Lean
164,58,Lean
180,80,Normal
183,75,Normal
189,78,Lean
175,65,Normal
190,86,Normal
186,80,Normal
186,80,Lean
175,70,Lean
176,73,Normal
190,90,Normal
167,56,Normal
181,73,Normal
178,73,Normal
187,84,Normal
180,70,Normal
183,75,Lean
187,81,Normal
175,75,Stocky
183,78,Normal
178,76,Normal
180,74,Normal
183,82,Normal
175,58,Normal
187,72,Lean
187,87,Normal
173,70,Normal
186,81,Lean
185,74,Stocky
173,67,Normal
178,77,Lean
180,82,Normal
175,71,Normal
178,77,Normal
175,72,Normal
185,82,Normal
184,73,Normal
182,76,Normal
185,81,Normal
181,76,Normal
191,85,Stocky
178,77,Lean
181,74,Lean
186,74,Normal
184,75,Lean
186,70,Lean
180,70,Lean
181,77,Normal
177,69,Normal
196,98,Stocky
168,67,Lean
178,70,Lean
182,81,Normal
186,75,Normal
184,79,Normal
183,70,Normal
187,80,Normal
186,84,Normal
183,78,Normal
183,83,Stocky
184,75,Normal
166,64,Normal
192,88,Normal
191,88,Normal
191,81,Lean
173,68,Normal
193,80,Lean
190,84,Normal
180,77,Lean
182,70,Normal
179,74,Normal
178,70,Normal
186,82,Normal
180,66,Normal
171,64,Lean
187,79,Lean
180,73,Lean
184,84,Normal
177,70,Lean
173,62,Normal
175,70,Normal
183,75,Normal
188,79,Normal
181,73,Normal
178,78,Normal
189,82,Lean
181,74,Normal
181,82,Normal
188,77,Normal
192,80,Lean
185,80,Normal
176,60,Normal
189,86,Normal
192,88,Normal
184,77,Normal
178,64,Normal
162,56,Lean
187,80,Normal
177,74,Normal
170,70,Normal
178,72,Lean
174,73,Normal
193,87,Normal
173,70,Lean
191,80,Normal
192,83,Normal
178,78,Normal
189,93,Normal
190,82,Lean
182,76,Lean
177,72,Lean
175,75,Normal
184,77,Normal
188,78,Normal
188,83,Normal
185,74,Normal
185,85,Normal
185,77,Normal
186,80,Normal
183,80,Stocky
183,79,Normal
178,77,Normal
184,74,Lean
188,84,Normal
195,87,Normal
189,86,Normal
177,73,Lean
185,87,Normal
186,80,Normal
187,88,Normal
174,70,Normal
188,84,Normal
180,75,Lean
170,55,Normal
179,75,Normal
187,77,Lean
183,80,Normal
184,74,Lean
181,69,Lean
173,60,Lean
185,77,Lean
180,82,Normal
174,70,Normal
184,79,Normal
191,80,Normal
184,71,Lean
168,70,Normal
193,87,Normal
176,70,Lean
188,75,Lean
193,85,Stocky
192,85,Lean
178,71,Lean
182,72,Lean
184,84,Normal
175,74,Normal
182,84,Stocky
179,73,Lean
178,72,Lean
182,77,Normal
193,85,Lean
175,77,Lean
188,85,Lean
192,96,Normal
185,80,Normal
178,67,Normal
184,77,Normal
185,78,Normal
190,84,Normal
171,72,Normal
176,69,Normal
189,81,Normal
182,72,Normal
183,73,Lean
182,74,Normal
185,78,Normal
178,75,Lean
174,73,Normal
168,70,Lean
178,80,Normal
181,76,Normal
188,72,Lean
196,86,Normal
185,87,Normal
181,78,Normal
182,70,Lean
182,81,Stocky
185,80,Stocky
174,70,Normal
172,70,Normal
185,82,Normal
169,68,Normal
182,77,Normal
193,75,Normal
188,81,Normal
195,86,Normal
180,75,Normal
176,70,Normal
163,67,Normal
176,72,Normal
170,60,Normal
172,68,Normal
185,79,Normal
185,87,Lean
167,65,Normal
187,77,Lean
178,70,Normal
174,81,Stocky
177,72,Normal
177,70,Normal
196,75,Lean
175,76,Stocky
191,86,Normal
176,69,Normal
182,80,Stocky
186,79,Normal
176,68,Lean
173,72,Lean
170,65,Lean
178,72,Lean
180,77,Normal
180,76,Stocky
188,83,Lean
179,76,Lean
170,68,Lean
173,68,Lean
174,71,Normal
176,72,Normal
186,84,Normal
186,79,Normal
184,82,Normal
185,83,Normal
170,67,Normal
185,81,Stocky
178,70,Lean
184,94,Stocky
188,92,Stocky
188,86,Normal
185,87,Normal
185,85,Normal
182,74,Lean
190,74,Normal
187,80,Normal
180,74,Normal
180,76,Normal
174,74,Normal
179,71,Normal
177,76,Normal
183,80,Normal
188,83,Lean
183,75,Normal
188,87,Normal
192,90,Normal
185,69,Lean
193,88,Normal
180,74,Normal
180,64,Normal
183,80,Normal
178,72,Normal
180,68,Lean
178,70,Normal
180,79,Normal
176,67,Normal
188,84,Lean
180,80,Normal
189,85,Stocky
182,75,Normal
183,83,Normal
175,67,Normal
180,81,Normal
188,83,Stocky
178,74,Normal
176,79,Normal
185,89,Stocky
193,77,Normal
193,91,Normal
185,78,Normal
187,89,Normal
185,72,Normal
179,64,Normal
177,75,Normal
181,78,Lean
183,82,Normal
182,76,Normal
178,73,Normal
186,87,Normal
183,80,Normal
180,70,Normal
188,79,Normal
184,80,Stocky
189,84,Lean
171,66,Normal
178,73,Normal
180,71,Lean
188,83,Normal
175,73,Normal
173,69,Lean
179,72,Normal
178,77,Normal
190,87,Normal
188,84,Normal
187,88,Normal
177,74,Normal
170,62,Lean
180,70,Lean
177,72,Normal
184,78,Stocky
180,80,Normal
176,74,Normal
194,85,Normal
182,81,Normal
180,81,Normal
191,107,Normal
183,74,Normal
184,76,Normal
181,70,Lean
188,90,Stocky
182,77,Normal
183,80,Normal
176,65,Lean
184,75,Normal
187,82,Normal
189,88,Normal
180,74,Normal
181,76,Lean
186,77,Normal
178,71,Stocky
172,72,Normal
180,74,Lean
181,80,Normal
183,70,Normal
188,80,Normal
194,83,Normal
188,86,Normal
182,80,Stocky
179,71,Normal
184,90,Stocky
182,76,Normal
196,88,Normal
184,75,Lean
169,70,Normal
187,85,Normal
174,77,Normal
187,86,Stocky
173,65,Lean
181,70,Normal
175,73,Normal
182,77,Normal
168,59,Normal
185,78,Normal
190,90,Normal
185,82,Normal
172,72,Normal
179,73,Normal
186,76,Normal
175,74,Normal
188,77,Lean
183,77,Lean
183,76,Normal
172,72,Normal
181,83,Stocky
172,68,Lean
185,83,Normal
182,76,Normal
178,75,Lean
178,66,Lean
184,80,Normal
196,78,Normal
183,78,Lean
174,70,Stocky
177,69,Normal
177,75,Normal
182,80,Normal
180,72,Normal
179,75,Normal
194,86,Lean
190,79,Lean
188,82,Lean
175,68,Normal
185,79,Normal
180,74,Normal
188,80,Normal
168,69,Normal
187,81,Normal
186,82,Normal
194,90,Normal
183,77,Lean
175,69,Normal
181,77,Normal
168,63,Lean
185,80,Stocky
183,76,Normal
185,82,Normal
180,76,Stocky
178,76,Normal
181,80,Normal
184,81,Normal
194,78,Lean
186,81,Normal
190,85,Lean
181,78,Normal
180,77,Normal
180,76,Normal
176,63,Lean
187,77,Normal
173,73,Lean
182,75,Normal
179,76,Normal
176,73,Normal
182,78,Normal
184,72,Normal
171,67,Normal
174,73,Lean
177,65,Lean
182,79,Normal
189,75,Stocky
188,82,Normal
181,79,Normal
181,81,Normal
169,67,Normal
169,71,Normal
175,71,Normal
184,76,Lean
179,66,Lean
184,70,Lean
176,74,Normal
180,77,Normal
175,74,Lean
180,70,Normal
183,79,Normal
175,70,Normal
181,68,Lean
178,75,Normal
181,77,Normal
183,87,Stocky
196,93,Normal
174,73,Normal
174,70,Lean
181,79,Normal
178,64,Lean
179,74,Lean
183,75,Normal
188,82,Normal
174,70,Lean
196,84,Normal
188,87,Normal
179,81,Normal
185,78,Normal
184,75,Lean
184,79,Normal
178,65,Normal
182,83,Normal
181,79,Normal
183,67,Lean
179,75,Normal
191,83,Normal
186,79,Lean
182,75,Normal
180,72,Normal
173,75,Normal
169,62,Normal
187,87,Normal
187,86,Normal
178,67,Normal
177,72,Normal
174,63,Lean
179,70,Lean
183,75,Normal
179,72,Normal
180,73,Lean
176,73,Normal
185,78,Lean
178,70,Normal
178,71,Normal
188,83,Normal
177,76,Normal
179,73,Normal
183,79,Normal
184,78,Normal
191,85,Normal
169,68,Normal
175,68,Lean
184,78,Lean
183,79,Normal
175,65,Normal
190,80,Lean
177,74,Lean
177,70,Lean
172,68,Normal
177,76,Normal
179,73,Lean
190,84,Normal
174,65,Normal
185,85,Normal
176,69,Lean
178,82,Normal
178,77,Normal
181,77,Normal
178,76,Normal
185,81,Normal
182,75,Lean
187,80,Normal
186,78,Lean
184,79,Lean
180,78,Normal
175,70,Normal
184,79,Normal
183,79,Normal
196,79,Lean
189,88,Normal
187,78,Normal
171,67,Normal
170,72,Normal
177,74,Lean
181,77,Normal
183,79,Normal
183,77,Normal
183,77,Lean
183,81,Lean
178,77,Stocky
193,85,Normal
179,74,Lean
163,63,Lean
183,84,Normal
175,75,Normal
178,80,Normal
182,77,Normal
170,77,Stocky
170,77,Stocky
185,82,Normal
186,79,Lean
182,77,Normal
167,71,Normal
175,74,Normal
186,88,Stocky
184,74,Normal
181,73,Normal
190,80,Normal
184,74,Normal
183,81,Normal
188,85,Normal
180,75,Lean
180,73,Normal
168,68,Lean
194,87,Normal
181,75,Normal
183,78,Normal
174,66,Normal
185,79,Stocky
186,82,Lean
172,70,Lean
176,77,Stocky
173,73,Normal
189,90,Normal
185,78,Normal
179,70,Normal
169,70,Normal
188,81,Normal
186,83,Normal
191,86,Normal
180,76,Normal
183,66,Normal
193,87,Normal
183,79,Stocky
172,72,Lean
178,73,Normal
179,72,Normal
178,74,Lean
175,72,Normal
188,78,Normal
185,79,Stocky
187,85,Stocky
177,72,Normal
183,76,Normal
180,75,Lean
179,75,Normal
186,78,Normal
178,77,Normal
172,67,Normal
176,72,Normal
177,72,Lean
173,66,Normal
175,65,Lean
185,75,Normal
178,78,Normal
174,77,Normal
186,80,Normal
168,64,Lean
181,76,Normal
169,68,Normal
181,75,Lean
185,79,Normal
170,67,Normal
183,73,Lean
186,78,Normal
170,63,Lean
181,75,Lean
177,70,Normal
180,69,Lean
173,65,Lean
173,71,Stocky
178,76,Normal
178,70,Normal
180,67,Lean
177,80,Normal
172,71,Normal
168,64,Lean
182,75,Normal
178,77,Stocky
179,68,Normal
182,72,Lean
186,80,Normal
178,73,Normal
170,60,Normal
173,69,Normal
184,80,Normal
188,84,Stocky
191,90,Stocky
187,79,Normal
192,81,Normal
186,78,Normal
172,71,Normal
188,83,Normal
185,80,Normal
186,77,Normal
173,66,Lean
177,73,Normal
174,64,Normal
166,59,Lean
181,73,Normal
176,71,Normal
175,74,Normal
175,67,Normal
171,71,Normal
186,80,Normal
192,86,Normal
178,70,Normal
176,63,Lean
168,65,Lean
187,86,Normal
185,72,Lean
185,75,Lean
182,64,Lean
185,75,Normal
170,75,Lean
171,65,Lean
177,70,Lean
193,84,Normal
186,78,Lean
175,71,Normal
189,71,Lean
185,81,Normal
178,64,Lean
180,72,Normal
181,70,Lean
172,70,Lean
186,80,Normal
175,68,Lean
185,80,Normal
175,68,Normal
190,88,Normal
191,84,Normal
179,78,Normal
175,65,Lean
182,70,Lean
185,78,Lean
191,83,Normal
177,70,Normal
181,78,Lean
172,58,Lean
174,70,Lean
184,73,Normal
182,78,Normal
187,77,Lean
177,64,Lean
183,75,Normal
172,69,Lean
178,65,Lean
177,66,Lean
187,87,Normal
186,74,Lean
175,76,Normal
168,65,Lean
169,57,Lean
184,73,Normal
181,74,Normal
183,80,Normal
177,75,Lean
187,80,Normal
182,73,Lean
176,69,Lean
174,73,Normal
183,75,Lean
175,63,Lean
184,72,Normal
167,63,Lean
172,64,Normal
178,71,Lean
190,87,Normal
177,66,Lean
181,77,Normal
174,63,Lean
181,72,Normal
180,72,Normal
186,76,Normal
177,72,Normal
180,68,Lean
174,69,Normal
186,73,Normal
175,75,Lean
189,76,Normal
192,80,Lean
193,90,Normal
190,81,Normal
187,78,Lean
183,76,Normal
187,75,Normal
183,76,Lean
180,69,Lean
180,77,Normal
180,68,Lean
186,76,Lean
173,69,Normal
175,75,Normal
164,60,Lean
188,78,Lean
191,85,Normal
180,77,Normal
181,64,Normal
189,83,Normal
183,80,Normal
180,76,Normal
186,75,Normal
177,63,Lean
179,72,Lean
172,70,Stocky
190,83,Normal
181,76,Lean
189,76,Normal
175,68,Lean
173,65,Lean
176,72,Lean
171,63,Normal
193,80,Normal
173,76,Normal
189,72,Lean
189,80,Stocky
181,73,Lean
187,77,Lean
186,79,Lean
167,64,Lean
185,79,Normal
185,77,Lean
188,75,Lean
191,77,Normal
184,79,Lean
183,77,Normal
186,74,Lean
180,75,Lean
168,65,Normal
186,80,Normal
184,71,Lean
182,74,Normal
190,83,Stocky
182,74,Normal
177,70,Normal
176,66,Normal
180,84,Normal
188,80,Lean
184,78,Normal
171,65,Normal
182,74,Lean
186,81,Normal
178,72,Lean
186,81,Normal
182,68,Normal
180,70,Normal
190,85,Lean
180,72,Lean
185,73,Normal
188,76,Lean
185,78,Normal
188,70,Lean
185,74,Lean
193,72,Normal
183,73,Normal
186,74,Normal
180,70,Lean
179,72,Lean
172,70,Lean
187,80,Lean
167,58,Lean
191,82,Lean
176,72,Normal
185,75,Normal
182,75,Normal
183,78,Normal
180,72,Normal
165,64,Stocky
180,68,Normal
175,76,Normal
179,74,Lean
187,77,Lean
179,71,Lean
177,74,Normal
187,80,Normal
164,64,Lean
179,68,Normal
185,73,Normal
182,72,Lean
182,67,Normal
190,80,Stocky
168,63,Lean
177,68,Lean
186,76,Lean
184,80,Normal
187,82,Normal
178,77,Normal
169,72,Stocky
179,69,Lean
175,70,Normal
191,81,Lean
185,77,Lean
187,78,Normal
180,75,Normal
170,70,Normal
170,57,Lean
177,70,Lean
176,70,Normal
186,78,Normal
165,67,Normal
169,62,Normal
190,75,Lean
189,87,Normal
184,77,Normal
178,74,Lean
173,60,Lean
177,67,Lean
183,77,Normal
180,70,Normal
177,63,Lean
183,76,Lean
179,71,Normal
189,78,Lean
170,69,Lean
194,82,Lean
180,70,Lean
182,84,Normal
175,70,Lean
176,73,Normal
186,77,Lean
188,80,Normal
179,72,Lean
186,70,Normal
165,53,Lean
188,75,Lean
187,76,Lean
187,83,Normal
176,76,Lean
186,81,Normal
175,75,Normal
170,65,Lean
183,69,Lean
177,64,Lean
191,78,Lean
179,82,Stocky
176,68,Normal
184,78,Normal
180,71,Lean
180,65,Lean
185,74,Normal
184,79,Normal
179,71,Normal
180,66,Lean
185,84,Normal
182,72,Normal
182,72,Lean
171,63,Normal
195,98,Normal
196,86,Normal
178,73,Lean
185,74,Lean
191,87,Normal
180,70,Lean
178,70,Normal
181,75,Lean
184,73,Normal
182,70,Normal
179,68,Normal
168,64,Normal
186,76,Normal
176,65,Normal
188,89,Stocky
178,79,Normal
186,70,Lean
182,70,Lean
180,70,Normal
174,60,Lean
171,67,Normal
184,76,Normal
191,87,Normal
183,70,Lean
178,67,Lean
183,67,Normal
186,79,Normal
185,74,Normal
182,67,Lean
176,70,Normal
167,68,Lean
178,79,Normal
185,91,Normal
179,68,Lean
186,80,Normal
175,69,Normal
173,76,Lean
182,77,Normal
183,71,Normal
192,80,Normal
188,78,Normal
170,65,Normal
180,68,Lean
174,72,Normal
194,78,Lean
170,66,Normal
179,82,Normal
185,72,Normal
185,81,Normal
191,82,Normal
186,79,Lean
183,75,Normal
169,62,Lean
176,65,Normal
182,71,Lean
181,75,Lean
178,68,Lean
180,70,Lean
192,83,Lean
174,73,Stocky
175,70,Lean
187,88,Stocky
183,76,Normal
191,84,Lean
178,77,Lean
189,80,Normal
190,72,Lean
190,85,Normal
187,77,Lean
184,80,Normal
188,78,Lean
180,70,Normal
183,77,Normal
184,73,Lean
179,80,Stocky
178,74,Lean
180,73,Normal
180,67,Normal
182,80,Normal
184,73,Normal
178,73,Normal
178,77,Lean
187,84,Normal
185,71,Lean
177,68,Normal
192,89,Normal
192,86,Normal
177,72,Lean
185,75,Normal
175,75,Lean
170,69,Normal
185,79,Normal
193,73,Normal
173,66,Normal
182,73,Lean
183,80,Normal
178,77,Normal
188,70,Normal
189,85,Normal
175,66,Lean
179,72,Lean
183,81,Normal
182,73,Normal
176,74,Normal
181,75,Lean
182,73,Lean
193,87,Normal
177,70,Normal
195,90,Normal
182,76,Lean
179,75,Normal
194,89,Lean
185,84,Normal
178,69,Lean
176,70,Normal
178,70,Lean
187,77,Lean
185,75,Lean
183,77,Normal
175,72,Lean
178,72,Normal
175,70,Lean
185,79,Normal
185,77,Lean
184,81,Normal
188,84,Lean
171,66,Normal
184,78,Lean
179,64,Lean
194,88,Lean
185,82,Stocky
173,66,Lean
189,78,Lean
183,76,Lean
179,74,Lean
187,86,Normal
186,81,Lean
180,75,Normal
178,70,Normal
172,72,Normal
172,65,Normal
197,77,Lean
172,71,Normal
182,73,Stocky
174,69,Normal
188,77,Normal
185,78,Normal
191,79,Normal
179,70,Normal
196,84,Normal
190,82,Normal
184,77,Normal
185,80,Normal
189,88,Stocky
180,75,Normal
178,71,Lean
182,81,Normal
176,82,Normal
178,76,Lean
187,85,Stocky
179,61,Lean
191,80,Normal
183,83,Normal
190,84,Lean
180,75,Normal
188,78,Normal
173,67,Lean
172,66,Lean
185,77,Lean
173,66,Lean
183,77,Normal
186,77,Normal
191,88,Lean
179,73,Normal
178,68,Normal
170,73,Normal
183,80,Normal
193,85,Normal
169,69,Stocky
180,72,Normal
168,61,Stocky
177,72,Lean
182,75,Lean
173,70,Normal
178,74,Normal
185,74,Lean
179,72,Normal
168,63,Normal
183,80,Normal
178,72,Normal
172,67,Lean
184,83,Stocky
185,77,Normal
179,70,Normal
193,88,Lean
178,74,Normal
178,77,Normal
178,67,Lean
177,70,Normal
190,88,Stocky
177,74,Lean
184,80,Normal
176,68,Normal
181,81,Stocky
170,70,Normal
179,74,Normal
174,70,Normal
180,75,Normal
175,70,Stocky
188,79,Normal
183,72,Normal
188,82,Normal
195,70,Lean
183,71,Lean
185,73,Lean
183,60,Lean
182,70,Stocky
186,77,Lean
193,82,Normal
186,74,Lean
183,77,Normal
186,78,Normal
177,70,Lean
178,68,Lean
188,86,Normal
184,77,Normal
174,64,Normal
183,75,Lean
175,70,Normal
168,69,Normal
171,63,Lean
186,81,Lean
191,83,Lean
182,78,Normal
187,82,Stocky
180,78,Normal
174,66,Normal
190,77,Lean
185,84,Normal
189,82,Normal
184,75,Lean
184,74,Normal
176,74,Normal
183,82,Normal
171,70,Normal
187,72,Lean
176,69,Normal
195,84,Normal
174,64,Normal
182,76,Normal
178,82,Stocky
173,70,Lean
182,77,Lean
177,75,Lean
186,85,Normal
181,73,Lean
186,78,Normal
181,69,Lean
176,65,Lean
170,74,Stocky
175,66,Lean
184,78,Normal
185,73,Normal
196,93,Lean
186,73,Lean
185,82,Normal
183,76,Lean
170,69,Normal
180,66,Lean
183,70,Lean
179,65,Lean
186,83,Normal
177,66,Normal
170,75,Normal
188,83,Normal
179,70,Normal
184,76,Normal
181,76,Normal
185,81,Lean
189,79,Lean
177,70,Lean
183,76,Normal
183,73,Normal
190,83,Normal
192,80,Normal
182,73,Lean
186,82,Lean
195,78,Lean
183,78,Normal
180,73,Stocky
189,79,Normal
183,79,Normal
190,75,Lean
179,75,Normal
191,80,Normal
178,75,Normal
173,65,Normal
174,63,Lean
183,71,Lean
170,71,Normal
184,75,Normal
182,68,Lean
187,82,Normal
180,79,Normal
186,74,Lean
181,75,Normal
188,80,Normal
191,83,Normal
187,80,Normal
188,80,Normal
184,87,Stocky
188,73,Lean
188,85,Normal
167,69,Normal
179,70,Normal
190,73,Lean
184,89,Normal
165,54,Normal
189,75,Normal
175,68,Normal
183,76,Lean
185,83,Normal
174,71,Normal
174,58,Lean
178,65,Normal
179,75,Normal
178,70,Normal
175,68,Normal
171,70,Lean
181,77,Normal
172,65,Normal
186,79,Normal
182,75,Lean
191,90,Normal
188,79,Normal
191,92,Normal
183,73,Normal
168,63,Lean
185,82,Normal
187,85,Normal
184,78,Normal
188,80,Lean
196,84,Lean
181,75,Lean
174,70,Normal
181,77,Normal
177,70,Normal
183,78,Stocky
186,76,Stocky
185,85,Normal
168,67,Normal
175,74,Normal
178,75,Normal
177,76,Lean
173,72,Normal
170,72,Stocky
181,73,Lean
187,79,Normal
181,73,Lean
186,78,Lean
178,71,Normal
196,91,Normal
171,68,Lean
175,73,Normal
174,66,Normal
183,76,Normal
185,81,Normal
183,79,Lean
173,73,Normal
170,57,Lean
183,73,Lean
173,74,Normal
185,80,Normal
185,85,Normal
177,68,Normal
191,84,Lean
178,71,Lean
181,68,Lean
189,81,Normal
187,80,Normal
198,94,Lean
188,85,Normal
180,75,Normal
180,75,Lean
181,70,Lean
180,75,Normal
177,76,Normal
